Case_ID,Activity,Timestamp,Resource,Amount,Department
PO_0143,Approve,2024-06-27 08:00:00,Manager_1,50000,Marketing
PO_0143,Final Approval,2024-06-27 14:00:00,Director_Alpha,50000,Marketing
PO_0143,Send to Vendor,2024-06-28 12:00:00,System,50000,Marketing
PO_0144,Submit Purchase Request,2024-04-12 00:00:00,Employee_A,15000,Operations
PO_0144,Manager Review,2024-04-12 03:00:00,Manager_1,15000,Operations
PO_0144,Rework Request,2024-04-12 19:00:00,Employee_A,15000,Operations
PO_0144,Manager Review,2024-04-13 16:00:00,Manager_2,15000,Operations
PO_0144,Finance Check,2024-04-13 21:00:00,Finance_X,15000,Operations
PO_0144,Approve,2024-04-14 13:00:00,Manager_1,15000,Operations
PO_0144,Final Approval,2024-04-14 18:00:00,Director_Beta,15000,Operations
PO_0144,Send to Vendor,2024-04-16 11:00:00,System,15000,Operations
PO_0145,Submit Purchase Request,2024-02-10 00:00:00,Employee_C,25000,Marketing
PO_0145,Manager Review,2024-02-10 02:00:00,Manager_1,25000,Marketing
PO_0145,Finance Check,2024-02-10 19:00:00,Finance_Z,25000,Marketing
PO_0145,Approve,2024-02-13 10:00:00,Manager_2,25000,Marketing
PO_0145,Final Approval,2024-02-13 15:00:00,Director_Beta,25000,Marketing
PO_0145,Send to Vendor,2024-02-13 18:00:00,System,25000,Marketing
PO_0146,Submit Purchase Request,2024-05-09 00:00:00,Employee_C,1500,HR
PO_0146,Manager Review,2024-05-09 01:00:00,Manager_1,1500,HR
PO_0146,Approve,2024-05-09 12:00:00,Manager_2,1500,HR
PO_0146,Send to Vendor,2024-05-09 20:00:00,System,1500,HR
PO_0147,Submit Purchase Request,2024-01-03 00:00:00,Employee_C,8000,Finance
PO_0147,Manager Review,2024-01-03 03:00:00,Manager_2,8000,Finance
PO_0147,Finance Check,2024-01-03 16:00:00,Finance_X,8000,Finance
PO_0147,Approve,2024-01-05 23:00:00,Manager_1,8000,Finance
PO_0147,Send to Vendor,2024-01-06 03:00:00,System,8000,Finance
PO_0148,Submit Purchase Request,2024-03-14 00:00:00,Employee_C,15000,Finance
PO_0148,Manager Review,2024-03-14 01:00:00,Manager_1,15000,Finance
PO_0148,Rework Request,2024-03-14 06:00:00,Employee_D,15000,Finance
PO_0148,Manager Review,2024-03-15 09:00:00,Manager_2,15000,Finance
PO_0148,Finance Check,2024-03-15 19:00:00,Finance_Y,15000,Finance
PO_0148,Approve,2024-03-16 17:00:00,Manager_1,15000,Finance
PO_0148,Final Approval,2024-03-17 00:00:00,Director_Alpha,15000,Finance
PO_0148,Send to Vendor,2024-03-17 04:00:00,System,15000,Finance
PO_0149,Submit Purchase Request,2024-03-26 00:00:00,Employee_B,500,Marketing
PO_0149,Manager Review,2024-03-26 02:00:00,Manager_2,500,Marketing
PO_0149,Approve,2024-03-26 23:00:00,Manager_2,500,Marketing
PO_0149,Send to Vendor,2024-03-27 02:00:00,System,500,Marketing
PO_0150,Submit Purchase Request,2024-03-17 00:00:00,Employee_D,25000,Finance
PO_0150,Manager Review,2024-03-17 03:00:00,Manager_2,25000,Finance
PO_0150,Finance Check,2024-03-17 05:00:00,Finance_Y,25000,Finance
PO_0150,Approve,2024-03-19 03:00:00,Manager_3,25000,Finance
PO_0150,Final Approval,2024-03-19 05:00:00,Director_Beta,25000,Finance
PO_0150,Send to Vendor,2024-03-20 20:00:00,System,25000,Finance
PO_0151,Submit Purchase Request,2024-06-01 00:00:00,Employee_B,8000,IT
PO_0151,Manager Review,2024-06-01 01:00:00,Manager_3,8000,IT
PO_0151,Finance Check,2024-06-01 18:00:00,Finance_X,8000,IT
PO_0151,Approve,2024-06-04 17:00:00,Manager_3,8000,IT
PO_0151,Send to Vendor,2024-06-05 00:00:00,System,8000,IT
PO_0152,Submit Purchase Request,2024-01-09 00:00:00,Employee_B,3000,Marketing
PO_0152,Manager Review,2024-01-09 01:00:00,Manager_2,3000,Marketing
PO_0152,Approve,2024-01-09 13:00:00,Manager_2,3000,Marketing
PO_0152,Send to Vendor,2024-01-09 16:00:00,System,3000,Marketing
PO_0153,Submit Purchase Request,2024-04-15 00:00:00,Employee_D,25000,Marketing
PO_0153,Manager Review,2024-04-15 01:00:00,Manager_3,25000,Marketing
PO_0153,Finance Check,2024-04-15 07:00:00,Finance_Z,25000,Marketing
PO_0153,Approve,2024-04-16 13:00:00,Manager_3,25000,Marketing
PO_0153,Final Approval,2024-04-16 19:00:00,Director_Beta,25000,Marketing
PO_0153,Send to Vendor,2024-04-18 06:00:00,System,25000,Marketing
PO_0154,Submit Purchase Request,2024-02-14 00:00:00,Employee_C,25000,Operations
PO_0154,Manager Review,2024-02-14 03:00:00,Manager_3,25000,Operations
PO_0154,Finance Check,2024-02-14 20:00:00,Finance_X,25000,Operations
PO_0154,Approve,2024-02-16 07:00:00,Manager_2,25000,Operations
PO_0154,Final Approval,2024-02-16 12:00:00,Director_Alpha,25000,Operations
PO_0154,Send to Vendor,2024-02-17 09:00:00,System,25000,Operations
PO_0155,Submit Purchase Request,2024-06-25 00:00:00,Employee_C,8000,Marketing
PO_0155,Manager Review,2024-06-25 03:00:00,Manager_2,8000,Marketing
PO_0155,Finance Check,2024-06-25 08:00:00,Finance_Z,8000,Marketing
PO_0155,Approve,2024-06-27 12:00:00,Manager_2,8000,Marketing
PO_0155,Send to Vendor,2024-06-27 18:00:00,System,8000,Marketing
PO_0156,Submit Purchase Request,2024-01-11 00:00:00,Employee_C,3000,Operations
PO_0156,Manager Review,2024-01-11 04:00:00,Manager_3,3000,Operations
PO_0156,Approve,2024-01-11 14:00:00,Manager_3,3000,Operations
PO_0156,Send to Vendor,2024-01-11 22:00:00,System,3000,Operations
PO_0157,Submit Purchase Request,2024-05-17 00:00:00,Employee_C,5500,Marketing
PO_0157,Manager Review,2024-05-17 02:00:00,Manager_1,5500,Marketing
PO_0157,Finance Check,2024-05-17 23:00:00,Finance_Z,5500,Marketing
PO_0157,Approve,2024-05-19 09:00:00,Manager_1,5500,Marketing
PO_0157,Send to Vendor,2024-05-19 10:00:00,System,5500,Marketing
PO_0158,Submit Purchase Request,2024-01-14 00:00:00,Employee_D,5500,Marketing
PO_0158,Manager Review,2024-01-14 01:00:00,Manager_3,5500,Marketing
PO_0158,Rework Request,2024-01-14 07:00:00,Employee_A,5500,Marketing
PO_0158,Manager Review,2024-01-15 22:00:00,Manager_1,5500,Marketing
PO_0158,Finance Check,2024-01-16 06:00:00,Finance_Z,5500,Marketing
PO_0158,Approve,2024-01-18 22:00:00,Manager_2,5500,Marketing
PO_0158,Send to Vendor,2024-01-19 02:00:00,System,5500,Marketing
PO_0159,Submit Purchase Request,2024-03-14 00:00:00,Employee_A,8000,Operations
PO_0159,Manager Review,2024-03-14 02:00:00,Manager_3,8000,Operations
PO_0159,Finance Check,2024-03-14 05:00:00,Finance_X,8000,Operations
PO_0159,Approve,2024-03-16 14:00:00,Manager_1,8000,Operations
PO_0159,Send to Vendor,2024-03-16 15:00:00,System,8000,Operations
PO_0160,Submit Purchase Request,2024-02-17 00:00:00,Employee_C,25000,HR
PO_0160,Manager Review,2024-02-17 01:00:00,Manager_1,25000,HR
PO_0160,Finance Check,2024-02-17 12:00:00,Finance_Z,25000,HR
PO_0160,Approve,2024-02-18 05:00:00,Manager_2,25000,HR
PO_0160,Final Approval,2024-02-18 10:00:00,Director_Beta,25000,HR
PO_0160,Send to Vendor,2024-02-20 05:00:00,System,25000,HR
PO_0161,Submit Purchase Request,2024-05-09 00:00:00,Employee_A,50000,Marketing
PO_0161,Manager Review,2024-05-09 03:00:00,Manager_1,50000,Marketing
PO_0161,Finance Check,2024-05-09 19:00:00,Finance_Z,50000,Marketing
PO_0161,Approve,2024-05-11 07:00:00,Manager_3,50000,Marketing
PO_0161,Final Approval,2024-05-11 10:00:00,Director_Alpha,50000,Marketing
PO_0161,Send to Vendor,2024-05-12 09:00:00,System,50000,Marketing
PO_0162,Submit Purchase Request,2024-06-21 00:00:00,Employee_D,8000,Finance
PO_0162,Manager Review,2024-06-21 04:00:00,Manager_3,8000,Finance
PO_0162,Finance Check,2024-06-21 16:00:00,Finance_X,8000,Finance
PO_0162,Approve,2024-06-23 23:00:00,Manager_3,8000,Finance
PO_0162,Send to Vendor,2024-06-24 01:00:00,System,8000,Finance
PO_0163,Submit Purchase Request,2024-05-02 00:00:00,Employee_C,3000,Marketing
PO_0163,Manager Review,2024-05-02 04:00:00,Manager_1,3000,Marketing
PO_0163,Approve,2024-05-02 20:00:00,Manager_2,3000,Marketing
PO_0163,Send to Vendor,2024-05-03 02:00:00,System,3000,Marketing
PO_0164,Submit Purchase Request,2024-05-26 00:00:00,Employee_B,8000,Finance
PO_0164,Manager Review,2024-05-26 01:00:00,Manager_3,8000,Finance
PO_0164,Rework Request,2024-05-26 06:00:00,Employee_D,8000,Finance
PO_0164,Manager Review,2024-05-27 05:00:00,Manager_1,8000,Finance
PO_0164,Finance Check,2024-05-27 13:00:00,Finance_Z,8000,Finance
PO_0164,Approve,2024-05-30 09:00:00,Manager_3,8000,Finance
PO_0164,Send to Vendor,2024-05-30 14:00:00,System,8000,Finance
PO_0165,Submit Purchase Request,2024-04-04 00:00:00,Employee_B,1500,Operations
PO_0165,Manager Review,2024-04-04 04:00:00,Manager_1,1500,Operations
PO_0165,Approve,2024-04-04 20:00:00,Manager_3,1500,Operations
PO_0165,Send to Vendor,2024-04-05 02:00:00,System,1500,Operations
PO_0166,Submit Purchase Request,2024-04-30 00:00:00,Employee_B,25000,Finance
PO_0166,Manager Review,2024-04-30 02:00:00,Manager_3,25000,Finance
PO_0166,Finance Check,2024-04-30 23:00:00,Finance_X,25000,Finance
PO_0166,Approve,2024-05-03 22:00:00,Manager_2,25000,Finance
PO_0166,Final Approval,2024-05-04 04:00:00,Director_Alpha,25000,Finance
PO_0166,Send to Vendor,2024-05-05 18:00:00,System,25000,Finance
PO_0167,Submit Purchase Request,2024-05-20 00:00:00,Employee_B,1500,IT
PO_0167,Manager Review,2024-05-20 02:00:00,Manager_2,1500,IT
PO_0167,Approve,2024-05-20 20:00:00,Manager_2,1500,IT
PO_0167,Send to Vendor,2024-05-20 22:00:00,System,1500,IT
PO_0168,Submit Purchase Request,2024-05-05 00:00:00,Employee_A,5500,Finance
PO_0168,Manager Review,2024-05-05 04:00:00,Manager_1,5500,Finance
PO_0168,Rework Request,2024-05-05 22:00:00,Employee_D,5500,Finance
PO_0168,Manager Review,2024-05-07 07:00:00,Manager_3,5500,Finance
PO_0168,Finance Check,2024-05-07 09:00:00,Finance_Z,5500,Finance
PO_0168,Approve,2024-05-10 00:00:00,Manager_3,5500,Finance
PO_0168,Send to Vendor,2024-05-10 05:00:00,System,5500,Finance
PO_0169,Submit Purchase Request,2024-03-06 00:00:00,Employee_A,500,HR
PO_0169,Manager Review,2024-03-06 01:00:00,Manager_2,500,HR
PO_0169,Approve,2024-03-06 14:00:00,Manager_3,500,HR
PO_0169,Send to Vendor,2024-03-06 16:00:00,System,500,HR
PO_0170,Submit Purchase Request,2024-04-30 00:00:00,Employee_B,500,IT
PO_0170,Manager Review,2024-04-30 04:00:00,Manager_2,500,IT
PO_0170,Rework Request,2024-04-30 18:00:00,Employee_D,500,IT
PO_0170,Manager Review,2024-05-01 22:00:00,Manager_2,500,IT
PO_0170,Approve,2024-05-02 01:00:00,Manager_3,500,IT
PO_0170,Send to Vendor,2024-05-02 04:00:00,System,500,IT
PO_0171,Submit Purchase Request,2024-02-15 00:00:00,Employee_B,15000,IT
PO_0171,Manager Review,2024-02-15 02:00:00,Manager_1,15000,IT
PO_0171,Finance Check,2024-02-15 04:00:00,Finance_Y,15000,IT
PO_0171,Approve,2024-02-17 19:00:00,Manager_3,15000,IT
PO_0171,Final Approval,2024-02-18 02:00:00,Director_Beta,15000,IT
PO_0171,Send to Vendor,2024-02-18 18:00:00,System,15000,IT
PO_0172,Submit Purchase Request,2024-03-29 00:00:00,Employee_A,5500,HR
PO_0172,Manager Review,2024-03-29 01:00:00,Manager_3,5500,HR
PO_0172,Finance Check,2024-03-29 16:00:00,Finance_Z,5500,HR
PO_0172,Approve,2024-03-29 22:00:00,Manager_1,5500,HR
PO_0172,Send to Vendor,2024-03-30 02:00:00,System,5500,HR
PO_0173,Submit Purchase Request,2024-06-01 00:00:00,Employee_A,1500,IT
PO_0173,Manager Review,2024-06-01 02:00:00,Manager_3,1500,IT
PO_0173,Rework Request,2024-06-01 05:00:00,Employee_D,1500,IT
PO_0173,Manager Review,2024-06-02 13:00:00,Manager_1,1500,IT
PO_0173,Approve,2024-06-02 23:00:00,Manager_1,1500,IT
PO_0173,Send to Vendor,2024-06-03 00:00:00,System,1500,IT
PO_0174,Submit Purchase Request,2024-03-15 00:00:00,Employee_C,3000,Finance
PO_0174,Manager Review,2024-03-15 03:00:00,Manager_1,3000,Finance
PO_0174,Approve,2024-03-15 14:00:00,Manager_1,3000,Finance
PO_0174,Send to Vendor,2024-03-15 18:00:00,System,3000,Finance
PO_0175,Submit Purchase Request,2024-03-11 00:00:00,Employee_B,25000,Operations
PO_0175,Manager Review,2024-03-11 04:00:00,Manager_3,25000,Operations
PO_0175,Rework Request,2024-03-11 21:00:00,Employee_A,25000,Operations
PO_0175,Manager Review,2024-03-12 23:00:00,Manager_3,25000,Operations
PO_0175,Finance Check,2024-03-13 11:00:00,Finance_Y,25000,Operations
PO_0175,Approve,2024-03-16 10:00:00,Manager_2,25000,Operations
PO_0175,Final Approval,2024-03-16 17:00:00,Director_Beta,25000,Operations
PO_0175,Send to Vendor,2024-03-17 04:00:00,System,25000,Operations
PO_0176,Submit Purchase Request,2024-02-17 00:00:00,Employee_B,8000,HR
PO_0176,Manager Review,2024-02-17 03:00:00,Manager_3,8000,HR
PO_0176,Finance Check,2024-02-17 09:00:00,Finance_Y,8000,HR
PO_0176,Approve,2024-02-17 20:00:00,Manager_3,8000,HR
PO_0176,Send to Vendor,2024-02-18 03:00:00,System,8000,HR
PO_0177,Submit Purchase Request,2024-05-15 00:00:00,Employee_B,25000,Finance
PO_0177,Manager Review,2024-05-15 03:00:00,Manager_3,25000,Finance
PO_0177,Rework Request,2024-05-15 07:00:00,Employee_D,25000,Finance
PO_0177,Manager Review,2024-05-16 10:00:00,Manager_1,25000,Finance
PO_0177,Finance Check,2024-05-16 20:00:00,Finance_Z,25000,Finance
PO_0177,Approve,2024-05-18 00:00:00,Manager_1,25000,Finance
PO_0177,Final Approval,2024-05-18 05:00:00,Director_Beta,25000,Finance
PO_0177,Send to Vendor,2024-05-20 02:00:00,System,25000,Finance
PO_0178,Submit Purchase Request,2024-02-18 00:00:00,Employee_B,500,IT
PO_0178,Manager Review,2024-02-18 04:00:00,Manager_1,500,IT
PO_0178,Approve,2024-02-18 16:00:00,Manager_2,500,IT
PO_0178,Send to Vendor,2024-02-18 17:00:00,System,500,IT
PO_0179,Submit Purchase Request,2024-01-31 00:00:00,Employee_B,5500,Marketing
PO_0179,Manager Review,2024-01-31 02:00:00,Manager_2,5500,Marketing
PO_0179,Finance Check,2024-01-31 11:00:00,Finance_Z,5500,Marketing
PO_0179,Approve,2024-02-02 08:00:00,Manager_2,5500,Marketing
PO_0179,Send to Vendor,2024-02-02 15:00:00,System,5500,Marketing
PO_0180,Submit Purchase Request,2024-06-15 00:00:00,Employee_D,50000,Finance
PO_0180,Manager Review,2024-06-15 04:00:00,Manager_1,50000,Finance
PO_0180,Finance Check,2024-06-15 21:00:00,Finance_Y,50000,Finance
PO_0180,Approve,2024-06-17 03:00:00,Manager_2,50000,Finance
PO_0180,Final Approval,2024-06-17 09:00:00,Director_Beta,50000,Finance
PO_0180,Send to Vendor,2024-06-17 13:00:00,System,50000,Finance
PO_0181,Submit Purchase Request,2024-01-05 00:00:00,Employee_D,5500,Marketing
PO_0181,Manager Review,2024-01-05 03:00:00,Manager_1,5500,Marketing
PO_0181,Finance Check,2024-01-05 11:00:00,Finance_Y,5500,Marketing
PO_0181,Approve,2024-01-06 20:00:00,Manager_2,5500,Marketing
PO_0181,Send to Vendor,2024-01-07 00:00:00,System,5500,Marketing
PO_0182,Submit Purchase Request,2024-06-16 00:00:00,Employee_D,50000,Finance
PO_0182,Manager Review,2024-06-16 04:00:00,Manager_2,50000,Finance
PO_0182,Finance Check,2024-06-16 11:00:00,Finance_Z,50000,Finance
PO_0182,Approve,2024-06-18 12:00:00,Manager_1,50000,Finance
PO_0182,Final Approval,2024-06-18 15:00:00,Director_Beta,50000,Finance
PO_0182,Send to Vendor,2024-06-19 04:00:00,System,50000,Finance
PO_0183,Submit Purchase Request,2024-01-09 00:00:00,Employee_A,500,Finance
PO_0183,Manager Review,2024-01-09 01:00:00,Manager_2,500,Finance
PO_0183,Reject,2024-01-09 07:00:00,Manager_3,500,Finance
PO_0184,Submit Purchase Request,2024-02-08 00:00:00,Employee_C,5500,IT
PO_0184,Manager Review,2024-02-08 01:00:00,Manager_3,5500,IT
PO_0184,Rework Request,2024-02-08 23:00:00,Employee_D,5500,IT
PO_0184,Manager Review,2024-02-10 21:00:00,Manager_2,5500,IT
PO_0184,Finance Check,2024-02-10 23:00:00,Finance_X,5500,IT
PO_0184,Approve,2024-02-13 23:00:00,Manager_3,5500,IT
PO_0184,Send to Vendor,2024-02-14 06:00:00,System,5500,IT
PO_0185,Submit Purchase Request,2024-05-15 00:00:00,Employee_C,500,IT
PO_0185,Manager Review,2024-05-15 01:00:00,Manager_3,500,IT
PO_0185,Approve,2024-05-16 01:00:00,Manager_3,500,IT
PO_0185,Send to Vendor,2024-05-16 08:00:00,System,500,IT
PO_0186,Submit Purchase Request,2024-01-25 00:00:00,Employee_C,3000,IT
PO_0186,Manager Review,2024-01-25 03:00:00,Manager_2,3000,IT
PO_0186,Approve,2024-01-25 17:00:00,Manager_1,3000,IT
PO_0186,Send to Vendor,2024-01-25 23:00:00,System,3000,IT
PO_0187,Submit Purchase Request,2024-05-24 00:00:00,Employee_C,25000,HR
PO_0187,Manager Review,2024-05-24 01:00:00,Manager_3,25000,HR
PO_0187,Finance Check,2024-05-24 23:00:00,Finance_X,25000,HR
PO_0187,Approve,2024-05-25 14:00:00,Manager_2,25000,HR
PO_0187,Final Approval,2024-05-25 21:00:00,Director_Beta,25000,HR
PO_0187,Send to Vendor,2024-05-27 10:00:00,System,25000,HR
PO_0188,Submit Purchase Request,2024-06-12 00:00:00,Employee_D,50000,IT
PO_0188,Manager Review,2024-06-12 04:00:00,Manager_3,50000,IT
PO_0188,Rework Request,2024-06-12 16:00:00,Employee_A,50000,IT
PO_0188,Manager Review,2024-06-14 05:00:00,Manager_1,50000,IT
PO_0188,Finance Check,2024-06-14 10:00:00,Finance_X,50000,IT
PO_0188,Approve,2024-06-17 02:00:00,Manager_2,50000,IT
PO_0188,Final Approval,2024-06-17 03:00:00,Director_Alpha,50000,IT
PO_0188,Send to Vendor,2024-06-19 00:00:00,System,50000,IT
PO_0189,Submit Purchase Request,2024-05-24 00:00:00,Employee_C,8000,Finance
PO_0189,Manager Review,2024-05-24 01:00:00,Manager_1,8000,Finance
PO_0189,Finance Check,2024-05-24 21:00:00,Finance_X,8000,Finance
PO_0189,Approve,2024-05-27 03:00:00,Manager_1,8000,Finance
PO_0189,Send to Vendor,2024-05-27 08:00:00,System,8000,Finance
PO_0190,Submit Purchase Request,2024-03-02 00:00:00,Employee_C,3000,Finance
PO_0190,Manager Review,2024-03-02 04:00:00,Manager_3,3000,Finance
PO_0190,Approve,2024-03-02 10:00:00,Manager_3,3000,Finance
PO_0190,Send to Vendor,2024-03-02 12:00:00,System,3000,Finance
PO_0191,Submit Purchase Request,2024-01-26 00:00:00,Employee_C,15000,IT
PO_0191,Manager Review,2024-01-26 04:00:00,Manager_2,15000,IT
PO_0191,Finance Check,2024-01-26 06:00:00,Finance_Z,15000,IT
PO_0191,Approve,2024-01-27 20:00:00,Manager_2,15000,IT
PO_0191,Final Approval,2024-01-28 04:00:00,Director_Alpha,15000,IT
PO_0191,Send to Vendor,2024-01-29 04:00:00,System,15000,IT
PO_0192,Submit Purchase Request,2024-02-17 00:00:00,Employee_A,25000,HR
PO_0192,Manager Review,2024-02-17 03:00:00,Manager_1,25000,HR
PO_0192,Finance Check,2024-02-18 03:00:00,Finance_X,25000,HR
PO_0192,Approve,2024-02-18 17:00:00,Manager_2,25000,HR
PO_0192,Final Approval,2024-02-18 20:00:00,Director_Beta,25000,HR
PO_0192,Send to Vendor,2024-02-20 19:00:00,System,25000,HR
PO_0193,Submit Purchase Request,2024-03-22 00:00:00,Employee_C,3000,HR
PO_0193,Manager Review,2024-03-22 04:00:00,Manager_2,3000,HR
PO_0193,Approve,2024-03-22 14:00:00,Manager_1,3000,HR
PO_0193,Send to Vendor,2024-03-22 17:00:00,System,3000,HR
PO_0194,Submit Purchase Request,2024-04-20 00:00:00,Employee_D,1500,Marketing
PO_0194,Manager Review,2024-04-20 01:00:00,Manager_1,1500,Marketing
PO_0194,Approve,2024-04-20 05:00:00,Manager_2,1500,Marketing
PO_0194,Send to Vendor,2024-04-20 07:00:00,System,1500,Marketing
PO_0195,Submit Purchase Request,2024-01-04 00:00:00,Employee_A,15000,HR
PO_0195,Manager Review,2024-01-04 02:00:00,Manager_3,15000,HR
PO_0195,Finance Check,2024-01-04 20:00:00,Finance_X,15000,HR
PO_0195,Approve,2024-01-07 00:00:00,Manager_1,15000,HR
PO_0195,Final Approval,2024-01-07 03:00:00,Director_Beta,15000,HR
PO_0195,Send to Vendor,2024-01-08 00:00:00,System,15000,HR
PO_0196,Submit Purchase Request,2024-02-07 00:00:00,Employee_D,8000,HR
PO_0196,Manager Review,2024-02-07 03:00:00,Manager_2,8000,HR
PO_0196,Rework Request,2024-02-07 07:00:00,Employee_C,8000,HR
PO_0196,Manager Review,2024-02-08 03:00:00,Manager_1,8000,HR
PO_0196,Finance Check,2024-02-08 15:00:00,Finance_Y,8000,HR
PO_0196,Approve,2024-02-09 20:00:00,Manager_2,8000,HR
PO_0196,Send to Vendor,2024-02-09 22:00:00,System,8000,HR
PO_0197,Submit Purchase Request,2024-01-02 00:00:00,Employee_D,3000,Operations
PO_0197,Manager Review,2024-01-02 03:00:00,Manager_2,3000,Operations
PO_0197,Approve,2024-01-02 15:00:00,Manager_2,3000,Operations
PO_0197,Send to Vendor,2024-01-02 18:00:00,System,3000,Operations
PO_0198,Submit Purchase Request,2024-06-03 00:00:00,Employee_C,8000,Operations
PO_0198,Manager Review,2024-06-03 02:00:00,Manager_2,8000,Operations
PO_0198,Finance Check,2024-06-03 14:00:00,Finance_Y,8000,Operations
PO_0198,Approve,2024-06-06 08:00:00,Manager_3,8000,Operations
PO_0198,Send to Vendor,2024-06-06 12:00:00,System,8000,Operations
PO_0199,Submit Purchase Request,2024-03-12 00:00:00,Employee_A,15000,HR
PO_0199,Manager Review,2024-03-12 02:00:00,Manager_3,15000,HR
PO_0199,Finance Check,2024-03-12 21:00:00,Finance_X,15000,HR
PO_0199,Approve,2024-03-13 04:00:00,Manager_3,15000,HR
PO_0199,Final Approval,2024-03-13 12:00:00,Director_Alpha,15000,HR
PO_0199,Send to Vendor,2024-03-14 18:00:00,System,15000,HR
PO_0200,Submit Purchase Request,2024-04-14 00:00:00,Employee_C,8000,IT
PO_0200,Manager Review,2024-04-14 02:00:00,Manager_2,8000,IT
PO_0200,Finance Check,2024-04-15 01:00:00,Finance_X,8000,IT
PO_0200,Approve,2024-04-17 11:00:00,Manager_2,8000,IT
PO_0200,Send to Vendor,2024-04-17 13:00:00,System,8000,IT
PO_0201,Submit Purchase Request,2024-05-02 00:00:00,Employee_D,50000,Finance
PO_0201,Manager Review,2024-05-02 01:00:00,Manager_2,50000,Finance
PO_0201,Finance Check,2024-05-03 01:00:00,Finance_Z,50000,Finance
PO_0201,Approve,2024-05-03 15:00:00,Manager_1,50000,Finance
PO_0201,Final Approval,2024-05-03 19:00:00,Director_Beta,50000,Finance
PO_0201,Send to Vendor,2024-05-04 07:00:00,System,50000,Finance
PO_0202,Submit Purchase Request,2024-06-14 00:00:00,Employee_C,500,Finance
PO_0202,Manager Review,2024-06-14 04:00:00,Manager_1,500,Finance
PO_0202,Approve,2024-06-14 06:00:00,Manager_1,500,Finance
PO_0202,Send to Vendor,2024-06-14 11:00:00,System,500,Finance
PO_0203,Submit Purchase Request,2024-05-12 00:00:00,Employee_B,5500,Finance
PO_0203,Manager Review,2024-05-12 04:00:00,Manager_2,5500,Finance
PO_0203,Finance Check,2024-05-12 18:00:00,Finance_Y,5500,Finance
PO_0203,Approve,2024-05-15 14:00:00,Manager_1,5500,Finance
PO_0203,Send to Vendor,2024-05-15 20:00:00,System,5500,Finance
PO_0204,Submit Purchase Request,2024-01-27 00:00:00,Employee_A,500,HR
PO_0204,Manager Review,2024-01-27 01:00:00,Manager_3,500,HR
PO_0204,Approve,2024-01-27 07:00:00,Manager_2,500,HR
PO_0204,Send to Vendor,2024-01-27 12:00:00,System,500,HR
PO_0205,Submit Purchase Request,2024-02-22 00:00:00,Employee_A,15000,HR
PO_0205,Manager Review,2024-02-22 04:00:00,Manager_3,15000,HR
PO_0205,Finance Check,2024-02-23 04:00:00,Finance_Y,15000,HR
PO_0205,Approve,2024-02-25 00:00:00,Manager_1,15000,HR
PO_0205,Final Approval,2024-02-25 05:00:00,Director_Alpha,15000,HR
PO_0205,Send to Vendor,2024-02-27 04:00:00,System,15000,HR
PO_0206,Submit Purchase Request,2024-03-28 00:00:00,Employee_B,1500,IT
PO_0206,Manager Review,2024-03-28 02:00:00,Manager_3,1500,IT
PO_0206,Approve,2024-03-28 09:00:00,Manager_3,1500,IT
PO_0206,Send to Vendor,2024-03-28 12:00:00,System,1500,IT
PO_0207,Submit Purchase Request,2024-04-19 00:00:00,Employee_D,15000,Finance
PO_0207,Manager Review,2024-04-19 02:00:00,Manager_1,15000,Finance
PO_0207,Finance Check,2024-04-20 00:00:00,Finance_Z,15000,Finance
PO_0207,Approve,2024-04-22 11:00:00,Manager_2,15000,Finance
PO_0207,Final Approval,2024-04-22 12:00:00,Director_Alpha,15000,Finance
PO_0207,Send to Vendor,2024-04-23 18:00:00,System,15000,Finance
PO_0208,Submit Purchase Request,2024-01-02 00:00:00,Employee_A,25000,HR
PO_0208,Manager Review,2024-01-02 01:00:00,Manager_3,25000,HR
PO_0208,Finance Check,2024-01-02 08:00:00,Finance_Y,25000,HR
PO_0208,Approve,2024-01-04 05:00:00,Manager_1,25000,HR
PO_0208,Final Approval,2024-01-04 13:00:00,Director_Alpha,25000,HR
PO_0208,Send to Vendor,2024-01-05 07:00:00,System,25000,HR
PO_0209,Submit Purchase Request,2024-06-12 00:00:00,Employee_D,50000,Finance
PO_0209,Manager Review,2024-06-12 01:00:00,Manager_2,50000,Finance
PO_0209,Finance Check,2024-06-12 14:00:00,Finance_Y,50000,Finance
PO_0209,Approve,2024-06-13 16:00:00,Manager_3,50000,Finance
PO_0209,Final Approval,2024-06-13 21:00:00,Director_Alpha,50000,Finance
PO_0209,Send to Vendor,2024-06-15 18:00:00,System,50000,Finance
PO_0210,Submit Purchase Request,2024-01-31 00:00:00,Employee_C,3000,Operations
PO_0210,Manager Review,2024-01-31 02:00:00,Manager_3,3000,Operations
PO_0210,Approve,2024-01-31 16:00:00,Manager_2,3000,Operations
PO_0210,Send to Vendor,2024-01-31 19:00:00,System,3000,Operations
PO_0211,Submit Purchase Request,2024-02-17 00:00:00,Employee_B,25000,HR
PO_0211,Manager Review,2024-02-17 02:00:00,Manager_2,25000,HR
PO_0211,Finance Check,2024-02-17 13:00:00,Finance_X,25000,HR
PO_0211,Approve,2024-02-18 16:00:00,Manager_2,25000,HR
PO_0211,Final Approval,2024-02-19 00:00:00,Director_Alpha,25000,HR
PO_0211,Send to Vendor,2024-02-20 00:00:00,System,25000,HR
